机构ID,培训机构名称,所属区,培训项目名称,培训等级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,供应链管理师[S300031],技师/二级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,保育师[S300011],初级/五级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,养老护理员[S300038],初级/五级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,广告设计师[S300049],高级/三级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,电工[S100004],中级/四级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,电工[S100004],初级/五级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,职业培训师[S300015],技师/二级
2.00E+14,上海黄浦区文华职业技术培训学校,黄浦,职业培训师[S300015],高级/三级
2.00E+14,上海市浦东上船职业技术学校,浦东,中式烹调师[S300013],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,中式烹调师[S300013],中级/四级
2.00E+14,上海市浦东上船职业技术学校,浦东,中式面点师[S300013],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,中式面点师[S300013],中级/四级
2.00E+14,上海市浦东上船职业技术学校,浦东,保卫管理员[S300044],高级/三级
2.00E+14,上海市浦东上船职业技术学校,浦东,家政服务员（家务服务员）[S300039],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,机修钳工[S600003],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,机修钳工[S600003],中级/四级
2.00E+14,上海市浦东上船职业技术学校,浦东,汽车维修工（汽车美容装潢工）[S200005],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,焊工（电焊工）[S100050],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,焊工（电焊工）[S100050],中级/四级
2.00E+14,上海市浦东上船职业技术学校,浦东,焊工（电焊工）[S100050],高级/三级
2.00E+14,上海市浦东上船职业技术学校,浦东,焊工（电焊工）[S100050],技师/二级
2.00E+14,上海市浦东上船职业技术学校,浦东,物业管理师[S300037],中级/四级
2.00E+14,上海市浦东上船职业技术学校,浦东,物业管理师[S300037],高级/三级
2.00E+14,上海市浦东上船职业技术学校,浦东,电工[S100004],高级技师/一级
2.00E+14,上海市浦东上船职业技术学校,浦东,电工[S100004],技师/二级
2.00E+14,上海市浦东上船职业技术学校,浦东,电工[S100004],高级/三级
2.00E+14,上海市浦东上船职业技术学校,浦东,电工[S100004],中级/四级
2.00E+14,上海市浦东上船职业技术学校,浦东,电工[S100004],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,车工[S100001],初级/五级
2.00E+14,上海市浦东上船职业技术学校,浦东,车工（普通车工）[S100001],中级/四级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,人工智能训练师[S400054],中级/四级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,人工智能训练师[S400054],高级/三级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,机修钳工[S600003],初级/五级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,机修钳工[S600003],中级/四级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,机修钳工[S600003],高级/三级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,机修钳工[S600003],技师/二级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,电工[S100004],技师/二级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,电工[S100004],高级/三级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,电工[S100004],中级/四级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,电工[S100004],初级/五级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,车工[S100001],初级/五级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,车工（数控车工）[S100001],中级/四级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,车工（数控车工）[S100001],高级/三级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,铣工（数控铣工）[S100001],中级/四级
2.00E+14,上海市浦东沪东中华职业技能培训中心,浦东,铣工（数控铣工）[S100001],高级/三级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,中央空调系统运行操作员[S600007],初级/五级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,中央空调系统运行操作员[S600007],中级/四级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,中央空调系统运行操作员[S600007],高级/三级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,制冷空调系统安装维修工[S600007],初级/五级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,制冷空调系统安装维修工[S600007],中级/四级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,制冷空调系统安装维修工[S600007],高级/三级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,制冷空调系统安装维修工[S600007],技师/二级
2.00E+14,上海浦东新区上菱职业技术培训中心,浦东,制冷空调系统安装维修工[S600007],高级技师/一级
2.00E+14,上海浦东新区高桥职业技能培训中心,浦东,铣工（数控铣工）[S100001],中级/四级
2.00E+14,上海隧道职业技能培训中心,徐汇,电工[S100004],中级/四级
2.00E+14,上海隧道职业技能培训中心,徐汇,电工[S100004],初级/五级
2.00E+14,上海市浦东特种设备职业技能培训中心,浦东,电梯安装维修工[S300006],初级/五级
2.00E+14,上海市浦东特种设备职业技能培训中心,浦东,电梯安装维修工[S300006],中级/四级
2.00E+14,上海市浦东特种设备职业技能培训中心,浦东,电梯安装维修工[S300006],高级/三级
2.00E+14,上海市浦东特种设备职业技能培训中心,浦东,电梯安装维修工[S300006],技师/二级
2.00E+14,上海浦东新区振华职业技能培训中心,浦东,中式烹调师[S300013],初级/五级
2.00E+14,上海浦东新区振华职业技能培训中心,浦东,电子商务师（网商）[S300030],中级/四级
2.00E+14,上海浦东新区振华职业技能培训中心,浦东,电子商务师（网商）[S300030],高级/三级
2.00E+14,上海浦东新区振华职业技能培训中心,浦东,西式面点师[S300013],初级/五级
2.00E+14,上海南亚职业技术培训学校,徐汇,制冷空调系统安装维修工[S600007],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,模具工（冲压模）[S600002],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,模具工（冲压模）[S600002],高级/三级
2.00E+14,上海南亚职业技术培训学校,徐汇,模具工（注射模）[S600002],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,模具工（注射模）[S600002],高级/三级
2.00E+14,上海南亚职业技术培训学校,徐汇,电切削工（电火花成型机床操作工）[S100001],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,电切削工（电火花线切割机床操作工）[S100001],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,电工[S100004],高级/三级
2.00E+14,上海南亚职业技术培训学校,徐汇,电工[S100004],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,电工[S100004],初级/五级
2.00E+14,上海南亚职业技术培训学校,徐汇,眼镜定配工[S300010],初级/五级
2.00E+14,上海南亚职业技术培训学校,徐汇,眼镜定配工[S300010],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,眼镜验光师[S300010],初级/五级
2.00E+14,上海南亚职业技术培训学校,徐汇,眼镜验光师[S300010],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,车工（数控车工）[S100001],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,车工（数控车工）[S100001],高级/三级
2.00E+14,上海南亚职业技术培训学校,徐汇,车工（数控车工）[S100001],技师/二级
2.00E+14,上海南亚职业技术培训学校,徐汇,铣工（数控铣工）[S100001],中级/四级
2.00E+14,上海南亚职业技术培训学校,徐汇,铣工（数控铣工）[S100001],高级/三级
2.00E+14,上海南亚职业技术培训学校,徐汇,铣工（数控铣工）[S100001],技师/二级
2.00E+14,上海联盟智库职业技能培训学校,闵行,人工智能训练师[S400054],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,人工智能训练师[S400054],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,人工智能训练师[S500053],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,供应链管理师[S200020],技师/二级
2.00E+14,上海联盟智库职业技能培训学校,闵行,供应链管理师[S200020],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,供应链管理师[S300031],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,全媒体运营师（流量运营）[S300070],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,全媒体运营师（流量运营）[S300070],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,全媒体运营师（流量运营）[S400071],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,全媒体运营师（流量运营）[S400071],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,动画制作员[S400022],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,动画制作员[S400022],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,包装设计师[S500046],技师/二级
2.00E+14,上海联盟智库职业技能培训学校,闵行,包装设计师[S500046],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,包装设计师[S500046],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,室内装饰设计师[S300031],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,室内装饰设计师[S300031],技师/二级
2.00E+14,上海联盟智库职业技能培训学校,闵行,家政服务员（家务服务员）[S300031],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,家政服务员（家务服务员）[S300031],初级/五级
2.00E+14,上海联盟智库职业技能培训学校,闵行,家政服务员（家务服务员）[S300031],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,家政服务员（家庭照护员）[S300031],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,家政服务员（家庭照护员）[S300031],初级/五级
2.00E+14,上海联盟智库职业技能培训学校,闵行,广告设计师[S300049],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,物流服务师[S300035],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,电子商务师（网商）[S300030],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,电子商务师（网商）[S300030],高级/三级
2.00E+14,上海联盟智库职业技能培训学校,闵行,美容师[S300008],初级/五级
2.00E+14,上海联盟智库职业技能培训学校,闵行,美容师[S300008],中级/四级
2.00E+14,上海联盟智库职业技能培训学校,闵行,计算机软件测试员[S300032],高级/三级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,中式烹调师[S300013],初级/五级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,中式烹调师[S300013],中级/四级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,中式烹调师[S300013],高级/三级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,中式烹调师[S300013],技师/二级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,中式烹调师[S300013],高级技师/一级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,中式面点师[S300013],初级/五级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,中式面点师[S300013],中级/四级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,咖啡师[S400042],中级/四级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,咖啡师[S400042],初级/五级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,家政服务员（母婴护理员）[S300039],初级/五级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,茶艺师[S300009],初级/五级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,西式烹调师[S600012],初级/五级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,西式烹调师[S600012],中级/四级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,西式面点师[S300013],初级/五级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,西式面点师[S300013],中级/四级
2.00E+14,上海浦东新区梅龙镇职业技能培训学校,浦东,西式面点师[S300013],高级/三级
2.00E+14,上海市浦东新曙光职业培训中心,浦东,人工智能训练师[S300040],初级/五级
2.00E+14,上海市浦东新曙光职业培训中心,浦东,养老护理员[S300060],中级/四级
